gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,tenureBins
1,0,0,1,1,2,2,2,2,2,2,2,2,1,1,0,0.06616915422885569,0.13339487652896376,1
1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.517910447761194,0.014447265174244172,0
1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,2,0.05870646766169152,0.17078813754904223,2
1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,2,0.42885572139303485,0.41849757673667204,2
0,0,1,0,1,1,2,2,2,2,2,2,2,2,0,1,0.023383084577114438,0.14769213016385876,2
1,1,1,0,1,2,0,1,0,0,0,0,1,1,0,0,0.5323383084577115,0.5026252019386107,2
1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,2,0.417910447761194,0.4658089083775675,2
1,0,1,0,1,1,2,2,2,2,2,2,2,1,0,1,0.015422885572139305,0.06385875836602817,1
0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,2,0.5203980099502488,0.3796965151165474,1
1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.517910447761194,0.08301407800600047,0
0,0,0,1,1,1,0,1,0,1,1,0,0,1,1,1,0.47661691542288565,0.21412993307177478,1
0,0,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0.8641791044776118,0.18046965151165476,0
1,0,0,0,1,2,1,0,0,0,1,1,1,1,0,0,0.8855721393034827,0.6940341564735749,2
0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,2,0.22786069651741292,0.19410339256865916,1
0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,0.018905472636815884,0.023309485345026543,0
1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0.2751243781094527,0.15158089083775678,1
0,0,1,0,1,2,0,1,0,0,0,0,0,1,0,2,0.41691542288557215,0.27726748211400876,1
0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0.5074626865671642,0.17715208862220172,0
0,0,1,0,1,1,0,1,1,0,1,0,1,0,1,2,0.47562189054726367,0.06412416339718441,0
0,0,0,1,1,2,2,2,2,2,2,2,2,2,1,3,0.06965174129353235,0.029529194553427184,0
1,0,1,0,1,1,1,1,0,0,0,1,1,1,0,1,0.8223880597014926,0.6385010385414263,2
1,0,1,0,1,2,2,2,2,2,2,2,2,1,1,1,0.05472636815920398,0.04681513962612509,0
1,1,1,0,1,1,2,2,2,2,2,2,2,2,0,2,0.01791044776119402,0.13607777521347797,2
1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0.06766169154228854,0.0007212093237941378,0
0,0,0,0,1,2,1,0,1,1,0,0,1,0,1,1,0.7154228855721393,0.23380452342487887,0
0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0.43034825870646765,0.3119547657512116,1
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,3,0.014427860696517386,0.012779829217632127,0
1,0,0,0,0,0,0,1,0,1,1,1,0,2,0,2,0.381592039800995,0.43507962150934687,2
1,0,1,0,1,2,1,1,0,0,0,0,1,0,0,3,0.7567164179104477,0.3070505423494115,1
1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0.2562189054726368,0.002907915993537964,0
0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,2,0.5646766169154228,0.20305792753288715,0
1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0.2154228855721393,0.231029309946919,2
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.061194029850746234,0.002048234479575351,0
0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0.7049751243781094,0.18486037387491347,0
0,0,1,0,1,1,0,1,1,0,0,0,0,0,1,2,0.3114427860696517,0.0035483498730671586,0
1,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0.3741293532338309,0.09681513962612509,0
0,0,0,1,1,2,1,1,1,0,0,1,1,2,0,2,0.8248756218905472,0.7638529886914378,2
0,1,0,0,1,2,2,2,2,2,2,2,2,1,1,0,0.06915422885572137,0.14856912070159242,2
1,0,1,0,1,1,2,2,2,2,2,2,2,2,1,1,0.014925373134328346,0.030642741749365338,0
1,1,1,0,1,1,1,1,1,0,0,0,1,0,1,0,0.664179104477612,0.4558735287329795,1
1,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0.6781094527363184,0.5658435264251096,2
1,0,0,1,1,2,1,0,1,1,0,1,0,0,0,3,0.7179104477611941,0.5862393261020078,2
0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.5104477611940298,0.02093237941380106,0
1,0,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0.5099502487562189,0.07321140087699055,0
1,0,0,1,1,1,1,1,0,0,0,0,0,1,0,3,0.6208955223880598,0.25282137087468265,1
1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,2,0.6014925373134329,0.17035541195476575,0
1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0.26368159203980096,0.002994461112393261,0
0,1,0,0,1,2,1,0,1,1,0,1,1,1,0,3,0.818407960199005,0.6935379644588046,2
0,1,1,0,1,1,2,2,2,2,2,2,2,2,1,1,0.019402985074626844,0.08274867297484423,1
1,0,1,0,1,1,2,2,2,2,2,2,2,2,1,3,0.018905472636815884,0.11125663512577892,1
1,0,1,0,1,1,2,2,2,2,2,2,2,2,1,3,0.015920398009950265,0.05206554350334642,1
1,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0.6039800995024875,0.05494461112393261,0
0,0,0,0,1,2,1,0,0,1,1,1,1,1,0,0,0.9079601990049752,0.8834237249019156,2
0,1,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0.6039800995024875,0.1249769213016386,0
0,0,1,0,1,2,1,1,1,0,0,0,0,0,0,0,0.6039800995024875,0.10484075698130627,0
0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0.5313432835820896,0.01349526886683591,0
0,0,1,0,1,2,0,1,1,1,0,1,1,0,0,0,0.6019900497512437,0.11268751442418648,0
0,0,1,0,1,2,2,2,2,2,2,2,2,0,1,1,0.07164179104477608,0.013379875375028848,0
0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.5144278606965175,0.005902377105931225,0
1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,3,0.3139303482587064,0.003577198246018924,0
1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0.06069651741293533,0.015237710593122546,0
1,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0.17263681592039803,0.12160166166628202,1
1,1,0,0,1,2,1,1,0,1,1,0,0,1,0,0,0.7338308457711442,0.7577198246018925,2
1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,0.8164179104477611,0.7772386337410571,2
0,0,0,0,1,1,2,2,2,2,2,2,2,1,1,2,0.025373134328358193,0.11573967228248327,2
1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0.2626865671641791,0.0029829217632125543,0
1,0,0,1,1,2,2,2,2,2,2,2,2,2,0,2,0.0771144278606965,0.20514078006000463,2
1,0,0,1,0,0,0,0,0,1,1,1,1,1,0,3,0.41542288557213924,0.19192822524809602,1
1,1,1,0,1,2,1,1,1,0,0,0,1,0,1,3,0.7238805970149254,0.3648396030463882,1
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.01641791044776117,0.00012693284098776788,0
1,0,0,0,1,2,0,1,1,1,0,1,1,1,1,1,0.6069651741293532,0.3338333717978306,1
1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0.3746268656716417,0.02535195015001154,0
1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0.6716417910447761,0.245522732517886,1
0,0,0,1,1,2,1,0,0,1,0,1,1,0,0,0,0.8527363184079603,0.8571543964920378,2
0,0,0,1,1,1,2,2,2,2,2,2,2,1,1,3,0.007462686567164173,0.010004615739672283,0
1,0,1,0,1,1,2,2,2,2,2,2,2,2,1,3,0.00547263681592039,0.12411147011308563,2
0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,3,0.5746268656716418,0.2534560350796215,1
1,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0.6069651741293532,0.02870990076159705,0
0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0.31840796019900497,0.2521174705746596,1
1,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0.7139303482587065,0.23139856912070159,0
1,0,0,1,1,1,2,2,2,2,2,2,2,1,1,1,0.023383084577114438,0.07748096007385184,1
0,0,1,0,1,2,1,0,1,1,0,1,1,0,1,3,0.7965174129353233,0.10439649203784908,0
1,0,0,0,1,2,0,1,1,0,1,1,1,1,1,1,0.6228855721393034,0.2521982460189245,1
1,0,0,0,1,2,1,1,0,0,1,0,1,2,0,2,0.8189054726368158,0.8430994691899377,2
1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0.5716417910447761,0.019663051003923376,0
0,0,0,0,1,2,1,1,0,1,1,1,1,2,0,2,0.9676616915422885,0.9570678513731826,2
1,0,0,1,1,2,0,1,0,1,1,1,1,2,0,3,0.7333333333333334,0.7611470113085622,2
1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,2,0.7044776119402985,0.13276598199861528,0
1,0,0,1,1,1,2,2,2,2,2,2,2,0,1,1,0.005970149253731349,0.00754673436418186,0
0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,2,0.01243781094527363,0.1325640433879529,2
1,0,0,0,1,1,1,0,1,0,1,0,0,0,1,2,0.5800995024875621,0.23616432033233328,1
0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,2,0.5666666666666667,0.22046503577198245,1
1,0,1,0,1,2,1,0,0,1,0,1,0,1,0,3,0.7626865671641792,0.5082102469420724,1
0,0,0,1,1,2,1,1,1,0,0,0,0,1,1,3,0.6328358208955223,0.2067909069928456,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.015920398009950265,0.004431110085391184,0
0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0.5507462686567164,0.006323563351027001,0
1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,2,0.2641791044776119,0.2552561735518116,2
1,0,0,1,1,2,1,0,1,0,1,1,1,2,0,0,0.8069651741293532,0.789020309254558,2
0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0.5069651741293533,0.005815831987075929,0
0,0,0,0,1,2,1,0,0,1,0,1,1,1,0,0,0.8268656716417909,0.8428744518809139,2
0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0.6671641791044776,0.464672282483268,1
1,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,0.01840796019900498,0.07344795753519502,1
1,0,0,0,1,1,2,2,2,2,2,2,2,1,1,2,0.025870646766169153,0.08091968612970228,1
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.020398009950248763,0.002584814216478191,0
1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,0.5218905472636816,0.012739441495499652,0
1,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0.46368159203980097,0.10754096468959151,0
0,0,1,0,1,2,1,0,1,0,0,0,0,0,0,0,0.564179104477612,0.02234018001384722,0
1,0,0,1,1,1,1,0,0,1,0,1,0,0,0,3,0.7179104477611941,0.5164839603046387,2
1,0,0,0,1,2,1,1,0,1,1,1,1,2,0,2,0.9736318407960197,0.9568139856912069,2
1,0,1,0,1,2,0,1,1,0,0,0,0,0,0,3,0.3606965174129353,0.06339718439879992,0
1,0,1,0,1,2,0,0,1,1,1,0,0,0,1,1,0.435820895522388,0.004990768520655435,0
1,0,0,1,1,2,2,2,2,2,2,2,2,2,0,2,0.057213930348258696,0.18987999076852066,2
0,1,1,0,1,2,1,1,0,1,1,0,1,2,0,2,0.8870646766169153,0.8919859219939995,2
0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,0.06766169154228854,0.019749596122778674,0
1,0,0,1,1,2,1,0,1,0,0,1,0,0,1,0,0.6592039800995024,0.48881260096930534,2
0,0,1,0,1,2,0,0,1,1,1,1,1,2,0,2,0.6238805970149254,0.4864008769905377,2
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12039800995024874,0.15473113316408957,1
0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,2,0.5502487562189055,0.01460881606277406,0
1,0,1,0,1,2,2,2,2,2,2,2,2,2,0,3,0.07014925373134329,0.1679609969997692,2
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.02238805970149252,0.00019616893607200554,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,0,3,0.018905472636815884,0.0057292868682206335,0
0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0.5114427860696518,0.10415416570505424,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,3,0.02288557213930348,0.008919916916685897,0
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.014925373134328346,0.002365566582044772,0
1,0,1,0,1,1,1,0,1,1,0,1,1,0,0,0,0.754228855721393,0.09148972997922918,0
1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,3,0.7139303482587065,0.019761135471959384,0
0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,2,0.6462686567164179,0.12822524809600738,0
1,0,1,0,1,2,1,0,1,0,0,0,1,0,0,0,0.6552238805970149,0.19832102469420726,0
1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,3,0.6572139303482587,0.2792291714747288,1
0,0,1,1,1,1,2,2,2,2,2,2,2,0,0,2,0.01791044776119402,0.00769674590353104,0
1,0,1,0,1,2,1,0,0,1,0,0,1,0,0,0,0.7661691542288557,0.11571082390953151,0
1,0,0,1,1,2,1,0,0,1,0,0,0,1,1,0,0.6880597014925374,0.6808216016616663,2
1,0,1,0,1,2,2,2,2,2,2,2,2,2,1,2,0.051243781094527346,0.16280290791599356,2
0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0.31791044776119404,0.24816524348026772,1
0,0,0,0,1,1,2,2,2,2,2,2,2,1,0,2,0.01791044776119402,0.10435033464112625,2
0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,0.007960199004975133,0.021105469651511652,0
0,0,0,1,1,2,1,1,0,0,0,1,1,0,0,3,0.8656716417910447,0.57450957765982,1
0,0,1,0,1,1,2,2,2,2,2,2,2,1,1,2,0.02288557213930348,0.07336141241633971,1
1,1,0,0,1,2,1,0,0,1,1,1,1,2,0,2,0.8970149253731344,0.842303254096469,2
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.018905472636815884,0.00015578121393953342,0
0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,3,0.5626865671641791,0.34074544195707357,1
1,0,1,0,1,2,1,0,1,1,0,1,1,0,0,0,0.827860696517413,0.009537272097853683,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,1,0.013930348258706454,9.808446803600233e-05,0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0.10746268656716418,0.012785598892222479,0
1,0,1,0,1,2,0,0,1,1,0,0,0,2,1,3,0.35721393034825866,0.35741403184860376,2
1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0.217910447761194,0.18546618970690054,1
1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,2,0.2626865671641791,0.040428109854604204,0
1,1,0,0,1,2,1,0,1,1,0,1,1,0,0,0,0.8114427860696517,0.48932610200784676,1
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0.4835820895522387,0.05069236095084238,0
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,3,0.011442786069651711,6.923609508423679e-05,0
0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,3,0.5940298507462687,0.3883221786291253,1
1,0,1,0,1,1,1,0,1,1,1,1,1,2,1,2,0.8144278606965173,0.5030636972074776,1
1,0,0,1,1,2,1,0,0,1,0,0,0,0,0,2,0.6621890547263681,0.04074544195707362,0
0,0,0,1,1,1,0,0,0,0,1,0,1,2,1,2,0.45323383084577107,0.34484768059081466,1
0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0.2761194029850746,0.02017078236787445,0
0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0.3696517412935323,0.004223401800138472,0
0,0,0,1,0,0,0,1,1,1,1,1,1,2,1,3,0.41393034825870645,0.41211631663974146,2
1,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,0.013432835820895522,0.09117816755135011,1
1,0,1,0,1,1,2,2,2,2,2,2,2,0,0,1,0.015422885572139305,0.004540733902607893,0
0,0,0,0,1,2,1,0,1,0,0,0,1,0,0,3,0.6661691542288557,0.07022847911377798,0
1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,0,0.5243781094527363,0.37291137779829214,1
1,0,1,0,1,2,0,0,1,1,1,0,0,0,1,0,0.41094527363184075,0.12990999307639048,0
1,0,1,0,1,2,0,0,1,1,0,0,0,0,0,2,0.372636815920398,0.256029309946919,1
0,1,1,0,1,2,1,0,0,1,1,1,1,2,0,2,0.8940298507462686,0.8949053773367183,2
1,1,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0.5696517412935324,0.21638010616201248,1
0,0,1,0,1,2,0,0,0,0,1,0,1,1,0,1,0.5218905472636816,0.2876932840987768,1
1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0.5208955223880596,0.005977382875605816,0
0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0.6248756218905472,0.25482344795753514,1
0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,0,0.708457711442786,0.0962727902146319,0
1,1,0,0,1,2,2,2,2,2,2,2,2,2,1,2,0.06716417910447761,0.17112277867528272,2
0,0,0,1,1,2,0,0,0,1,1,1,1,2,1,2,0.6671641791044776,0.6394184168012924,2
1,0,1,0,1,2,1,1,0,1,0,1,0,1,1,2,0.8268656716417909,0.8183648742210939,2
1,0,1,0,1,1,2,2,2,2,2,2,2,0,1,3,0.013432835820895522,0.03249480729286868,0
0,0,0,0,1,2,1,1,0,1,0,1,1,2,0,0,0.908457711442786,0.9400300023078699,2
1,1,0,0,1,2,1,1,0,1,1,1,0,0,0,2,0.8701492537313432,0.36498961458573737,1
1,0,0,1,1,2,2,2,2,2,2,2,2,2,0,2,0.057711442786069655,0.13986845141933996,2
0,0,0,0,1,2,0,0,0,1,1,1,1,2,1,2,0.6756218905472637,0.6767885991230095,2
1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0.5616915422885572,0.0169166858989153,0
0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0.46616915422885563,0.29623817216708975,1
1,1,1,0,1,2,1,0,1,1,1,1,0,0,1,2,0.7527363184079602,0.19906531271636282,0
0,0,1,0,1,1,2,2,2,2,2,2,2,2,1,1,0.012935323383084563,0.01219132240941611,0
1,0,1,0,1,2,0,1,0,1,1,0,1,0,1,2,0.6318407960199005,0.23194091853219478,1
0,0,1,0,1,1,2,2,2,2,2,2,2,2,1,3,0.015422885572139305,0.05266558966074314,1
0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0.5676616915422885,0.006519732287099007,0
0,0,0,0,1,2,1,1,1,1,0,1,1,0,0,0,0.863681592039801,0.7957708285252711,2
0,0,1,0,1,1,2,2,2,2,2,2,2,0,1,0,0.005970149253731349,5.769674590352849e-06,0
0,0,0,1,1,1,2,2,2,2,2,2,2,2,0,3,0.028358208955223896,0.05444841910916225,0
0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0.5706467661691541,0.05962958689129933,0
1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0.6139303482587065,0.007056312024001847,0
1,0,1,0,0,0,0,1,0,1,1,1,1,2,1,3,0.45422885572139304,0.3826621278559889,2
